Date,Open,High,Low,Close,Adj Close,Volume
2024-01-30,6.230000019073486,6.284999847412109,6.230000019073486,6.25,6.175271987915039,319955
2024-01-31,6.260000228881836,6.315000057220459,6.190000057220459,6.284999847412109,6.209853172302246,400178
2024-02-01,6.244999885559082,6.389999866485596,6.199999809265137,6.199999809265137,6.125869274139404,483713
2024-02-02,6.239999771118164,6.335000038146973,6.239999771118164,6.269999980926514,6.195032596588135,269849
2024-02-05,6.244999885559082,6.320000171661377,6.210000038146973,6.230000019073486,6.155510902404785,347881
2024-02-06,6.300000190734863,6.34499979019165,6.215000152587891,6.34499979019165,6.26913595199585,368281
2024-02-07,6.340000152587891,6.349999904632568,6.25,6.304999828338623,6.229613780975342,331723
2024-02-08,6.320000171661377,6.349999904632568,6.289999961853027,6.329999923706055,6.254315376281738,267362
2024-02-09,6.349999904632568,6.409999847412109,6.289999961853027,6.304999828338623,6.229613780975342,517330
2024-02-12,6.349999904632568,6.400000095367432,6.300000190734863,6.380000114440918,6.303717613220215,292152
2024-02-13,6.349999904632568,6.369999885559082,6.159999847412109,6.215000152587891,6.140690326690674,431997
2024-02-14,6.164999961853027,6.204999923706055,6.15500020980835,6.184999942779541,6.111048698425293,244256
2024-02-15,6.215000152587891,6.315000057220459,6.190000057220459,6.210000038146973,6.1357502937316895,310869
2024-02-16,6.304999828338623,6.304999828338623,6.119999885559082,6.150000095367432,6.076467514038086,485852
2024-02-19,6.110000133514404,6.179999828338623,6.099999904632568,6.119999885559082,6.046825885772705,302971
2024-02-20,6.159999847412109,6.815000057220459,6.159999847412109,6.789999961853027,6.708815097808838,3573197
2024-02-21,6.789999961853027,6.855000019073486,6.675000190734863,6.849999904632568,6.768097877502441,910896
2024-02-22,6.920000076293945,6.96999979019165,6.820000171661377,6.875,6.79279899597168,936618
2024-02-23,6.835000038146973,6.925000190734863,6.809999942779541,6.925000190734863,6.842201232910156,484955
2024-02-26,6.925000190734863,6.994999885559082,6.864999771118164,6.980000019073486,6.896543502807617,439316
2024-02-27,6.869999885559082,6.900000095367432,6.78000020980835,6.820000171661377,6.738456726074219,484916
2024-02-28,6.775000095367432,6.800000190734863,6.659999847412109,6.715000152587891,6.634712219238281,478658
2024-02-29,6.684999942779541,6.684999942779541,6.5,6.590000152587891,6.51120662689209,766212
2024-03-01,6.590000152587891,6.699999809265137,6.590000152587891,6.679999828338623,6.600130558013916,686873
2024-03-04,6.704999923706055,6.75,6.5,6.505000114440918,6.427223205566406,567784
2024-03-05,6.474999904632568,6.590000152587891,6.409999847412109,6.585000038146973,6.5062665939331055,623068
2024-03-06,6.599999904632568,6.710000038146973,6.585000038146973,6.659999847412109,6.580369472503662,432970
2024-03-07,6.630000114440918,6.699999809265137,6.605000019073486,6.659999847412109,6.580369472503662,433021
2024-03-08,6.630000114440918,6.730000019073486,6.630000114440918,6.695000171661377,6.614951133728027,322322
2024-03-11,6.690000057220459,6.78000020980835,6.690000057220459,6.78000020980835,6.698935031890869,365251
2024-03-12,6.800000190734863,6.909999847412109,6.789999961853027,6.909999847412109,6.827380180358887,504626
2024-03-13,6.949999809265137,6.980000019073486,6.880000114440918,6.974999904632568,6.891602993011475,581449
2024-03-14,6.985000133514404,7.050000190734863,6.945000171661377,6.96999979019165,6.88666296005249,709540
2024-03-15,6.869999885559082,6.889999866485596,6.715000152587891,6.815000057220459,6.733516216278076,1024237
2024-03-18,6.840000152587891,6.940000057220459,6.820000171661377,6.909999847412109,6.827380180358887,580169
2024-03-19,6.900000095367432,6.96999979019165,6.860000133514404,6.954999923706055,6.871842384338379,383181
2024-03-20,6.954999923706055,6.96999979019165,6.894999980926514,6.96999979019165,6.88666296005249,422484
2024-03-21,7.0,7.164999961853027,6.989999771118164,7.150000095367432,7.064510822296143,775963
2024-03-22,7.119999885559082,7.269999980926514,7.110000133514404,7.255000114440918,7.168255805969238,722026
2024-03-25,7.239999771118164,7.355000019073486,7.224999904632568,7.349999904632568,7.262119770050049,433587
2024-03-26,7.364999771118164,7.445000171661377,7.360000133514404,7.409999847412109,7.321402072906494,630386
2024-03-27,7.40500020980835,7.480000019073486,7.364999771118164,7.394999980926514,7.306581497192383,511456
2024-03-28,7.400000095367432,7.514999866485596,7.34499979019165,7.489999771118164,7.400445461273193,450204
2024-04-02,7.46999979019165,7.485000133514404,7.224999904632568,7.25,7.163315296173096,844711
2024-04-03,7.199999809265137,7.380000114440918,7.099999904632568,7.369999885559082,7.2818803787231445,476690
2024-04-04,7.369999885559082,7.454999923706055,7.329999923706055,7.440000057220459,7.351043701171875,486740
2024-04-05,7.369999885559082,7.375,7.239999771118164,7.289999961853027,7.202836990356445,373391
2024-04-08,7.255000114440918,7.364999771118164,7.255000114440918,7.34499979019165,7.257179260253906,251136
2024-04-09,7.329999923706055,7.329999923706055,7.195000171661377,7.195000171661377,7.108973026275635,489686
2024-04-10,7.190000057220459,7.269999980926514,7.114999771118164,7.255000114440918,7.168255805969238,463390
2024-04-11,7.364999771118164,7.454999923706055,7.320000171661377,7.420000076293945,7.331282615661621,939331
2024-04-12,7.454999923706055,7.5,7.235000133514404,7.235000133514404,7.148494720458984,537697
2024-04-15,7.15500020980835,7.324999809265137,7.15500020980835,7.199999809265137,7.113913059234619,426464
2024-04-16,7.300000190734863,7.300000190734863,6.989999771118164,7.054999828338623,6.970646858215332,572111
2024-04-17,7.03000020980835,7.170000076293945,7.005000114440918,7.054999828338623,6.970646858215332,334548
2024-04-18,7.135000228881836,7.199999809265137,7.079999923706055,7.199999809265137,7.113913059234619,414563
2024-04-19,7.085000038146973,7.164999961853027,7.025000095367432,7.144999980926514,7.059570789337158,428750
2024-04-22,7.264999866485596,7.264999866485596,7.210000038146973,7.210000038146973,7.123793601989746,284385
2024-04-23,7.260000228881836,7.335000038146973,7.179999828338623,7.324999809265137,7.237418174743652,508512
2024-04-24,7.340000152587891,7.449999809265137,7.289999961853027,7.434999942779541,7.346103191375732,571682
2024-04-25,7.445000171661377,7.460000038146973,7.295000076293945,7.369999885559082,7.2818803787231445,409528
2024-04-26,7.389999866485596,7.465000152587891,7.360000133514404,7.414999961853027,7.326342582702637,415614
2024-04-29,7.449999809265137,7.5,7.425000190734863,7.465000152587891,7.375744819641113,412636
2024-04-30,7.46999979019165,7.46999979019165,7.300000190734863,7.304999828338623,7.217657566070557,402338
2024-05-02,7.300000190734863,7.409999847412109,7.300000190734863,7.385000228881836,7.296701431274414,436861
2024-05-03,7.420000076293945,7.489999771118164,7.309999942779541,7.440000057220459,7.351043701171875,471422
2024-05-06,7.449999809265137,7.525000095367432,7.449999809265137,7.474999904632568,7.385624885559082,381029
2024-05-07,7.5,7.610000133514404,7.480000019073486,7.480000019073486,7.390565395355225,538991
2024-05-08,7.545000076293945,7.679999828338623,7.510000228881836,7.539999961853027,7.44984769821167,526011
2024-05-09,7.599999904632568,7.710000038146973,7.460000038146973,7.510000228881836,7.4202070236206055,836013
2024-05-10,7.715000152587891,7.875,7.619999885559082,7.744999885559082,7.6523966789245605,886398
2024-05-13,7.800000190734863,7.889999866485596,7.715000152587891,7.889999866485596,7.795662879943848,433530
2024-05-14,7.889999866485596,7.920000076293945,7.670000076293945,7.735000133514404,7.642516613006592,677071
2024-05-15,7.815000057220459,7.875,7.755000114440918,7.809999942779541,7.716619491577148,441036
2024-05-16,7.84499979019165,7.84499979019165,7.699999809265137,7.699999809265137,7.607934474945068,470079
2024-05-17,7.699999809265137,7.880000114440918,7.699999809265137,7.840000152587891,7.746261119842529,400816
2024-05-20,7.860000133514404,7.909999847412109,7.789999961853027,7.909999847412109,7.815423965454102,301243
2024-05-21,7.900000095367432,7.949999809265137,7.820000171661377,7.829999923706055,7.736380577087402,425477
2024-05-22,7.800000190734863,7.815000057220459,7.724999904632568,7.784999847412109,7.69191837310791,388098
2024-05-23,7.789999961853027,7.809999942779541,7.71999979019165,7.730000019073486,7.637576103210449,238547
2024-05-24,7.699999809265137,7.78000020980835,7.519999980926514,7.744999885559082,7.6523966789245605,417844
2024-05-27,7.744999885559082,7.809999942779541,7.735000133514404,7.809999942779541,7.716619491577148,134044
2024-05-28,7.840000152587891,7.855000019073486,7.704999923706055,7.730000019073486,7.637576103210449,259354
2024-05-29,7.679999828338623,7.724999904632568,7.639999866485596,7.650000095367432,7.55853271484375,307749
2024-05-30,7.625,7.889999866485596,7.625,7.869999885559082,7.775902271270752,364979
2024-05-31,7.849999904632568,7.925000190734863,7.775000095367432,7.925000190734863,7.830245018005371,584841
2024-06-03,7.949999809265137,8.09000015258789,7.945000171661377,8.050000190734863,7.953750133514404,609995
2024-06-04,8.029999732971191,8.119999885559082,7.860000133514404,8.069999694824219,7.9735107421875,470972
2024-06-05,8.095000267028809,8.164999961853027,8.045000076293945,8.119999885559082,8.022912979125977,430527
2024-06-06,8.079999923706055,8.180000305175781,7.980000019073486,7.989999771118164,7.894467353820801,428285
2024-06-07,7.965000152587891,7.965000152587891,7.769999980926514,7.800000190734863,7.70673942565918,907192
2024-06-10,7.800000190734863,7.800000190734863,7.704999923706055,7.789999961853027,7.696858882904053,366496
2024-06-11,7.724999904632568,7.784999847412109,7.690000057220459,7.730000019073486,7.637576103210449,391402
2024-06-12,7.795000076293945,7.880000114440918,7.710000038146973,7.840000152587891,7.746261119842529,410792
2024-06-13,7.800000190734863,7.800000190734863,7.639999866485596,7.639999866485596,7.548652172088623,293340
2024-06-14,7.650000095367432,7.664999961853027,7.429999828338623,7.485000133514404,7.395505428314209,454606
2024-06-17,7.510000228881836,7.579999923706055,7.445000171661377,7.46999979019165,7.380684852600098,354458
2024-06-18,7.545000076293945,7.599999904632568,7.514999866485596,7.590000152587891,7.499250411987305,288269
2024-06-19,7.599999904632568,7.599999904632568,7.5,7.510000228881836,7.4202070236206055,208133
2024-06-20,7.519999980926514,7.585000038146973,7.494999885559082,7.579999923706055,7.4893693923950195,291819
2024-06-21,7.579999923706055,7.599999904632568,7.485000133514404,7.525000095367432,7.435027122497559,428372
2024-06-24,7.519999980926514,7.630000114440918,7.5,7.630000114440918,7.538772106170654,254090
2024-06-25,7.610000133514404,7.690000057220459,7.5,7.679999828338623,7.588173866271973,387007
2024-06-26,7.715000152587891,7.71999979019165,7.554999828338623,7.625,7.533831596374512,386204
2024-06-27,7.704999923706055,7.704999923706055,7.565000057220459,7.579999923706055,7.4893693923950195,223876
2024-06-28,7.599999904632568,7.71999979019165,7.570000171661377,7.664999961853027,7.573353290557861,407438
2024-07-01,7.699999809265137,7.840000152587891,7.670000076293945,7.710000038146973,7.6178154945373535,339014
2024-07-02,7.679999828338623,7.684999942779541,7.53000020980835,7.630000114440918,7.538772106170654,549234
2024-07-03,7.699999809265137,7.800000190734863,7.659999847412109,7.800000190734863,7.70673942565918,397961
2024-07-04,7.78000020980835,7.820000171661377,7.730000019073486,7.820000171661377,7.726500034332275,369035
2024-07-05,7.75,7.820000171661377,7.5,7.550000190734863,7.550000190734863,1156823
2024-07-08,7.53000020980835,7.639999866485596,7.480000019073486,7.619999885559082,7.619999885559082,445595
2024-07-09,7.590000152587891,7.59499979019165,7.320000171661377,7.375,7.375,428109
2024-07-10,7.340000152587891,7.380000114440918,7.130000114440918,7.335000038146973,7.335000038146973,1032214
2024-07-11,7.414999961853027,7.429999828338623,7.260000228881836,7.355000019073486,7.355000019073486,634384
2024-07-12,7.349999904632568,7.440000057220459,7.320000171661377,7.414999961853027,7.414999961853027,291847
2024-07-15,7.440000057220459,7.489999771118164,7.375,7.449999809265137,7.449999809265137,553690
2024-07-16,7.465000152587891,7.510000228881836,7.400000095367432,7.510000228881836,7.510000228881836,318499
2024-07-17,7.474999904632568,7.485000133514404,7.264999866485596,7.264999866485596,7.264999866485596,503258
2024-07-18,7.264999866485596,7.335000038146973,7.184999942779541,7.260000228881836,7.260000228881836,556435
2024-07-19,7.230000019073486,7.25,7.144999980926514,7.210000038146973,7.210000038146973,3144054
2024-07-22,7.25,7.255000114440918,7.0,7.0,7.0,631999
2024-07-23,7.039999961853027,7.110000133514404,6.980000019073486,7.005000114440918,7.005000114440918,295794
2024-07-24,6.994999885559082,7.090000152587891,6.96999979019165,7.019999980926514,7.019999980926514,377477
2024-07-25,6.965000152587891,6.96999979019165,6.835000038146973,6.954999923706055,6.954999923706055,749033
2024-07-26,6.934999942779541,6.96999979019165,6.860000133514404,6.949999809265137,6.949999809265137,367838
2024-07-29,6.980000019073486,7.045000076293945,6.920000076293945,7.014999866485596,7.014999866485596,545173
2024-07-30,7.014999866485596,7.099999904632568,7.005000114440918,7.045000076293945,7.045000076293945,379246
2024-07-31,7.150000095367432,7.150000095367432,7.070000171661377,7.074999809265137,7.074999809265137,391921
2024-08-01,7.010000228881836,7.03000020980835,6.429999828338623,6.429999828338623,6.429999828338623,1234033
2024-08-02,6.445000171661377,6.485000133514404,6.164999961853027,6.195000171661377,6.195000171661377,1145403
2024-08-05,6.090000152587891,6.090000152587891,5.889999866485596,6.010000228881836,6.010000228881836,748076
2024-08-06,6.110000133514404,6.275000095367432,6.070000171661377,6.215000152587891,6.215000152587891,671986
2024-08-07,6.295000076293945,6.300000190734863,6.144999980926514,6.230000019073486,6.230000019073486,515114
2024-08-08,6.150000095367432,6.184999942779541,6.09499979019165,6.170000076293945,6.170000076293945,477710
2024-08-09,6.150000095367432,6.199999809265137,6.130000114440918,6.164999961853027,6.164999961853027,300302
2024-08-12,6.239999771118164,6.289999961853027,6.135000228881836,6.159999847412109,6.159999847412109,246502
2024-08-13,6.159999847412109,6.224999904632568,6.130000114440918,6.215000152587891,6.215000152587891,528157
2024-08-14,6.215000152587891,6.269999980926514,6.170000076293945,6.184999942779541,6.184999942779541,308302
2024-08-15,6.210000038146973,6.304999828338623,6.144999980926514,6.304999828338623,6.304999828338623,223746
2024-08-16,6.340000152587891,6.349999904632568,6.275000095367432,6.340000152587891,6.340000152587891,363286
2024-08-19,6.349999904632568,6.385000228881836,6.289999961853027,6.385000228881836,6.385000228881836,227294
2024-08-20,6.400000095367432,6.449999809265137,6.289999961853027,6.300000190734863,6.300000190734863,254154
2024-08-21,6.28000020980835,6.34499979019165,6.25,6.34499979019165,6.34499979019165,302372
2024-08-22,6.349999904632568,6.460000038146973,6.349999904632568,6.385000228881836,6.385000228881836,386522
2024-08-23,6.429999828338623,6.460000038146973,6.380000114440918,6.460000038146973,6.460000038146973,243552
2024-08-26,6.429999828338623,6.485000133514404,6.429999828338623,6.449999809265137,6.449999809265137,170474
2024-08-27,6.46999979019165,6.53000020980835,6.440000057220459,6.514999866485596,6.514999866485596,224054
2024-08-28,6.550000190734863,6.550000190734863,6.440000057220459,6.440000057220459,6.440000057220459,194916
2024-08-29,6.429999828338623,6.545000076293945,6.429999828338623,6.510000228881836,6.510000228881836,247500
2024-08-30,6.489999771118164,6.619999885559082,6.489999771118164,6.53000020980835,6.53000020980835,400857
2024-09-02,6.519999980926514,6.570000171661377,6.440000057220459,6.570000171661377,6.570000171661377,217362
2024-09-03,6.554999828338623,6.590000152587891,6.414999961853027,6.465000152587891,6.465000152587891,263757
2024-09-04,6.389999866485596,6.40500020980835,6.309999942779541,6.389999866485596,6.389999866485596,265055
2024-09-05,6.340000152587891,6.474999904632568,6.324999809265137,6.389999866485596,6.389999866485596,229185
2024-09-06,6.449999809265137,6.465000152587891,6.320000171661377,6.349999904632568,6.349999904632568,206088
2024-09-09,6.364999771118164,6.505000114440918,6.364999771118164,6.449999809265137,6.449999809265137,173727
2024-09-10,6.440000057220459,6.519999980926514,6.375,6.400000095367432,6.400000095367432,167712
2024-09-11,6.375,6.460000038146973,6.375,6.414999961853027,6.414999961853027,232897
2024-09-12,6.480000019073486,6.525000095367432,6.440000057220459,6.485000133514404,6.485000133514404,181821
2024-09-13,6.46999979019165,6.545000076293945,6.46999979019165,6.539999961853027,6.539999961853027,231511
2024-09-16,6.514999866485596,6.514999866485596,6.40500020980835,6.485000133514404,6.485000133514404,310358
2024-09-17,6.485000133514404,6.559999942779541,6.480000019073486,6.519999980926514,6.519999980926514,718496
2024-09-18,6.545000076293945,6.545000076293945,6.46999979019165,6.474999904632568,6.474999904632568,137604
2024-09-19,6.519999980926514,6.639999866485596,6.519999980926514,6.59499979019165,6.59499979019165,402427
2024-09-20,6.59499979019165,6.639999866485596,6.565000057220459,6.590000152587891,6.590000152587891,325933
2024-09-23,6.590000152587891,6.599999904632568,6.514999866485596,6.570000171661377,6.570000171661377,166080
2024-09-24,6.585000038146973,6.670000076293945,6.574999809265137,6.65500020980835,6.65500020980835,199712
2024-09-25,6.659999847412109,6.735000133514404,6.579999923706055,6.599999904632568,6.599999904632568,197684
2024-09-26,6.690000057220459,6.735000133514404,6.65500020980835,6.664999961853027,6.664999961853027,179003
2024-09-27,6.630000114440918,6.739999771118164,6.630000114440918,6.715000152587891,6.715000152587891,146656
2024-09-30,6.670000076293945,6.679999828338623,6.505000114440918,6.505000114440918,6.505000114440918,228738
2024-10-01,6.519999980926514,6.614999771118164,6.389999866485596,6.420000076293945,6.420000076293945,299750
2024-10-02,6.400000095367432,6.460000038146973,6.369999885559082,6.414999961853027,6.414999961853027,182163
2024-10-03,6.369999885559082,6.425000190734863,6.335000038146973,6.349999904632568,6.349999904632568,115883
2024-10-04,6.349999904632568,6.539999961853027,6.349999904632568,6.514999866485596,6.514999866485596,274717
2024-10-07,6.514999866485596,6.565000057220459,6.445000171661377,6.53000020980835,6.53000020980835,161413
2024-10-08,6.460000038146973,6.684999942779541,6.460000038146973,6.610000133514404,6.610000133514404,322088
2024-10-09,6.599999904632568,6.704999923706055,6.570000171661377,6.684999942779541,6.684999942779541,227188
2024-10-10,6.639999866485596,6.690000057220459,6.614999771118164,6.670000076293945,6.670000076293945,140661
2024-10-11,6.614999771118164,6.730000019073486,6.614999771118164,6.730000019073486,6.730000019073486,171937
